NAME,pop,tract_fire_counts,geoid
"Census Tract 31.21, Kern County, California",8312,1,06029003121
"Census Tract 9.10, Stanislaus County, California",7597,6,06099000910
"Census Tract 9.10, Kern County, California",11721,6,06029000910
"Census Tract 3.03, Stanislaus County, California",6198,193,06099000303
"Census Tract 3.03, San Bernardino County, California",7488,193,06071000303
"Census Tract 3.03, Merced County, California",2215,193,06047000303
"Census Tract 3.03, Amador County, California",5249,193,06005000303
"Census Tract 3.03, Ventura County, California",5005,193,06111000303
"Census Tract 50.02, Sacramento County, California",6971,1,06067005002
"Census Tract 50.02, Ventura County, California",3312,1,06111005002
"Census Tract 58.01, Sacramento County, California",5368,2,06067005801
"Census Tract 58.01, Kern County, California",6306,2,06029005801
"Census Tract 58.01, Fresno County, California",5048,2,06019005801
"Census Tract 58.01, Ventura County, California",5207,2,06111005801
"Census Tract 72.04, Sacramento County, California",5093,1,06067007204
"Census Tract 79.05, Sacramento County, California",4273,1,06067007905
"Census Tract 79.05, San Diego County, California",2895,1,06073007905
"Census Tract 90.06, Sacramento County, California",5842,1,06067009006
"Census Tract 96.18, Sacramento County, California",4996,72,06067009618
"Census Tract 43.01, Kern County, California",8731,67,06029004301
"Census Tract 43.01, San Bernardino County, California",5102,67,06071004301
"Census Tract 43.01, Fresno County, California",3856,67,06019004301
"Census Tract 51.03, Kern County, California",2661,24,06029005103
"Census Tract 60.02, Kern County, California",4116,3,06029006002
"Census Tract 60.02, Sacramento County, California",4234,3,06067006002
"Census Tract 63.01, Kern County, California",4098,31,06029006301
"Census Tract 63.01, San Bernardino County, California",5989,31,06071006301
"Census Tract 63.01, Ventura County, California",6659,31,06111006301
"Census Tract 64.01, Kern County, California",7591,4,06029006401
"Census Tract 64.01, San Bernardino County, California",3111,4,06071006401
"Census Tract 211, San Francisco County, California",4199,292,06075021100
"Census Tract 211, San Diego County, California",8374,292,06073021100
"Census Tract 10.02, Stanislaus County, California",3105,25,06099001002
"Census Tract 10.02, Kings County, California",4766,25,06031001002
"Census Tract 10.02, Merced County, California",15739,25,06047001002
"Census Tract 10.02, Ventura County, California",6570,25,06111001002
"Census Tract 10.02, San Bernardino County, California",5826,25,06071001002
"Census Tract 60.04, Sacramento County, California",2583,511,06067006004
"Census Tract 60.04, Kern County, California",1459,511,06029006004
"Census Tract 6022, Los Angeles County, California",7639,1,06037602200
"Census Tract 6022, San Mateo County, California",8740,1,06081602200
"Census Tract 5072.06, Santa Clara County, California",2399,1,06085507206
"Census Tract 5120.01, Santa Clara County, California",6993,2,06085512001
"Census Tract 1130, Marin County, California",3283,1,06041113000
"Census Tract 62.01, Kern County, California",2842,44,06029006201
"Census Tract 62.01, Sacramento County, California",7410,44,06067006201
"Census Tract 62.01, Fresno County, California",2386,44,06019006201
"Census Tract 62.01, San Bernardino County, California",4142,44,06071006201
"Census Tract 461.03, Riverside County, California",3548,4,06065046103
"Census Tract 4.02, Kings County, California",5878,177,06031000402
"Census Tract 4.02, Stanislaus County, California",11507,177,06099000402
"Census Tract 4.02, Nevada County, California",6098,177,06057000402
"Census Tract 4.02, San Joaquin County, California",3976,177,06077000402
"Census Tract 4.02, Amador County, California",4729,177,06005000402
"Census Tract 4.02, Tulare County, California",7337,177,06107000402
"Census Tract 4.02, Butte County, California",7837,177,06007000402
"Census Tract 4.02, Merced County, California",8528,177,06047000402
"Census Tract 10.01, Kings County, California",4340,270,06031001001
"Census Tract 10.01, Stanislaus County, California",5562,270,06099001001
"Census Tract 10.01, Ventura County, California",2564,270,06111001001
"Census Tract 10.01, San Bernardino County, California",5789,270,06071001001
"Census Tract 54.02, Kern County, California",4888,9,06029005402
"Census Tract 54.02, Sacramento County, California",2399,9,06067005402
"Census Tract 33.04, Kern County, California",3723,285,06029003304
"Census Tract 33.04, San Diego County, California",4230,285,06073003304
"Census Tract 192.08, San Diego County, California",3313,2,06073019208
"Census Tract 28.12, Kern County, California",5180,2,06029002812
"Census Tract 38.07, Kern County, California",3942,3,06029003807
"Census Tract 38.07, Fresno County, California",3430,3,06019003807
"Census Tract 62.02, Kern County, California",8209,371,06029006202
"Census Tract 62.02, Sacramento County, California",3531,371,06067006202
"Census Tract 62.02, Fresno County, California",6311,371,06019006202
"Census Tract 97.17, San Bernardino County, California",4486,3,06071009717
"Census Tract 104.10, San Bernardino County, California",3260,2,06071010410
"Census Tract 17.03, San Bernardino County, California",5417,35,06071001703
"Census Tract 17.03, Tulare County, California",7242,35,06107001703
"Census Tract 17.03, Butte County, California",3039,35,06007001703
"Census Tract 71.07, San Bernardino County, California",3694,1,06071007107
"Census Tract 71.07, Sacramento County, California",3715,1,06067007107
"Census Tract 71.08, San Bernardino County, California",2138,2,06071007108
"Census Tract 464.04, Riverside County, California",6328,1,06065046404
"Census Tract 20.02, San Diego County, California",2738,11,06073002002
"Census Tract 20.02, Tulare County, California",4723,11,06107002002
"Census Tract 20.02, Stanislaus County, California",3902,11,06099002002
"Census Tract 191.01, San Diego County, California",7499,19,06073019101
"Census Tract 72.06, Sacramento County, California",4440,1,06067007206
"Census Tract 78.01, Sacramento County, California",5461,75,06067007801
"Census Tract 78.01, Fresno County, California",2861,75,06019007801
"Census Tract 452.07, Riverside County, California",5314,2,06065045207
"Census Tract 461.01, Riverside County, California",3034,2,06065046101
"Census Tract 462, Riverside County, California",3565,5,06065046200
"Census Tract 420.10, Riverside County, California",6241,1,06065042010
"Census Tract 422.09, Riverside County, California",5032,5,06065042209
"Census Tract 456.04, Riverside County, California",11627,131,06065045604
"Census Tract 459, Riverside County, California",1583,122,06065045900
"Census Tract 464.01, Riverside County, California",3738,84,06065046401
"Census Tract 127.04, San Luis Obispo County, California",9287,7,06079012704
"Census Tract 3060.02, Contra Costa County, California",3587,24,06013306002
"Census Tract 72.07, Sacramento County, California",4564,1,06067007207
"Census Tract 212.04, San Diego County, California",5803,2,06073021204
"Census Tract 212.04, Placer County, California",2600,2,06061021204
"Census Tract 213.02, San Diego County, California",7800,45,06073021302
"Census Tract 198.03, San Diego County, California",4865,1,06073019803
"Census Tract 190.01, San Diego County, California",6314,9,06073019001
"Census Tract 191.03, San Diego County, California",5639,25,06073019103
"Census Tract 193.03, San Diego County, California",7136,1,06073019303
"Census Tract 3110, Contra Costa County, California",5348,1,06013311000
"Census Tract 3110, Los Angeles County, California",3664,1,06037311000
"Census Tract 3141.03, Contra Costa County, California",5717,4,06013314103
"Census Tract 3512, Contra Costa County, California",6191,3,06013351200
"Census Tract 3521.02, Contra Costa County, California",5873,4,06013352102
"Census Tract 3552, Contra Costa County, California",11313,9,06013355200
"Census Tract 4045.01, Los Angeles County, California",2684,52,06037404501
"Census Tract 4045.01, Alameda County, California",1795,52,06001404501
"Census Tract 4303.01, Los Angeles County, California",4386,34,06037430301
"Census Tract 4303.02, Los Angeles County, California",5699,1,06037430302
"Census Tract 3500, Contra Costa County, California",6203,1,06013350000
"Census Tract 3580, Contra Costa County, California",6195,132,06013358000
"Census Tract 4823.04, Los Angeles County, California",3437,1,06037482304
"Census Tract 1219, Los Angeles County, California",3657,3,06037121900
"Census Tract 9006.06, Los Angeles County, California",3373,2,06037900606
"Census Tract 9102.02, Los Angeles County, California",5925,1,06037910202
"Census Tract 9108.08, Los Angeles County, California",3385,4,06037910808
"Census Tract 3116, Los Angeles County, California",6733,1,06037311600
"Census Tract 4044.02, Los Angeles County, California",4947,161,06037404402
"Census Tract 114.01, Orange County, California",2223,1,06059011401
"Census Tract 114.01, San Bernardino County, California",5057,1,06071011401
"Census Tract 114.01, Shasta County, California",3884,1,06089011401
"Census Tract 83.05, Ventura County, California",3952,3,06111008305
"Census Tract 83.05, San Diego County, California",1877,3,06073008305
"Census Tract 12.04, Ventura County, California",3026,806,06111001204
"Census Tract 12.04, Nevada County, California",2229,806,06057001204
"Census Tract 75.06, Ventura County, California",7225,77,06111007506
"Census Tract 76.06, Ventura County, California",1590,5,06111007606
"Census Tract 76.07, Ventura County, California",6283,1,06111007607
"Census Tract 5118, Santa Clara County, California",4331,18,06085511800
"Census Tract 5119.09, Santa Clara County, California",7777,85,06085511909
"Census Tract 5044.20, Santa Clara County, California",4438,10,06085504420
"Census Tract 6020, San Mateo County, California",8439,2,06081602000
"Census Tract 70.16, Sacramento County, California",6127,1,06067007016
"Census Tract 1.20, Calaveras County, California",4810,103,06009000120
"Census Tract 2.10, Calaveras County, California",10573,17,06009000210
"Census Tract 2.20, Calaveras County, California",6936,41,06009000220
"Census Tract 70.17, Sacramento County, California",3327,3,06067007017
"Census Tract 70.18, Sacramento County, California",5710,2,06067007018
"Census Tract 71.01, Sacramento County, California",321,21,06067007101
"Census Tract 71.03, Sacramento County, California",4210,2,06067007103
"Census Tract 2089.02, Los Angeles County, California",2823,1,06037208902
"Census Tract 2360, Los Angeles County, California",4373,1,06037236000
"Census Tract 2393.30, Los Angeles County, California",2689,1,06037239330
"Census Tract 9001.02, Los Angeles County, California",588,3,06037900102
"Census Tract 5707.01, Los Angeles County, California",7199,1,06037570701
"Census Tract 5721, Los Angeles County, California",1098,1,06037572100
"Census Tract 3107.03, Los Angeles County, California",4693,1,06037310703
"Census Tract 5031.12, Santa Clara County, California",4092,1,06085503112
"Census Tract 5032.07, Santa Clara County, California",4228,1,06085503207
"Census Tract 203.05, San Diego County, California",6483,1,06073020305
"Census Tract 5033.27, Santa Clara County, California",4637,2,06085503327
"Census Tract 2531.08, Solano County, California",5182,3,06095253108
"Census Tract 2532.03, Solano County, California",4131,2,06095253203
"Census Tract 2529.03, Solano County, California",3926,180,06095252903
"Census Tract 2527.03, Solano County, California",4178,1,06095252703
"Census Tract 2532.01, Solano County, California",4827,2,06095253201
"Census Tract 2521.04, Solano County, California",5686,4,06095252104
